rgs,pr,m,js,jjmmaa,hhmm,Vitesse,To,Qualite,Q,A,Code
709#M7i,264,687,Ma,26/01/2016,04:00,99.0,1.0, ,279.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,05:00,97.0,3.0, ,566.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,06:00,94.0,7.0, ,1426.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,07:00,78.0,20.0, ,2881.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,08:00,63.0,35.0, ,3693.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,09:00,84.0,19.0, ,3421.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,10:00,90.0,15.0, ,2509.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,11:00,89.0,15.0, ,2429.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,12:00,90.0,16.0, ,2702.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,13:00,92.0,16.0, ,2818.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,14:00,89.0,17.0, ,2998.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,15:00,89.0,17.0, ,3013.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,16:00,91.0,18.0, ,3153.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,17:00,87.0,21.0,?,3848.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,19:00,88.0,30.0,?,5866.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,20:00,93.0,7.0,?,1651.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,21:00,96.0,6.0, ,1441.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,22:00,98.0,3.0, ,860.0,709,M7i
709#M7i,264,687,Ma,26/01/2016,23:00,98.0,3.0, ,725.0,709,M7i
709#M7i,264,687,Me,27/01/2016,00:00,98.0,2.0, ,454.0,709,M7i
709#M7i,264,687,Me,27/01/2016,01:00,103.0,1.0, ,341.0,709,M7i
709#M7i,264,687,Me,27/01/2016,02:00,102.0,1.0, ,228.0,709,M7i
709#M7i,264,687,Me,27/01/2016,03:00,99.0,1.0, ,213.0,709,M7i
709#M7i,264,687,Me,27/01/2016,04:00,100.0,1.0, ,295.0,709,M7i
709#M7i,264,687,Me,27/01/2016,05:00,96.0,3.0, ,537.0,709,M7i
709#M7i,264,687,Me,27/01/2016,06:00,94.0,7.0, ,1329.0,709,M7i
709#M7i,264,687,Me,27/01/2016,07:00,81.0,18.0, ,2736.0,709,M7i
709#M7i,264,687,Me,27/01/2016,08:00,57.0,33.0,?,2931.0,709,M7i
709#M7i,264,687,Me,27/01/2016,09:00,59.0,36.0,?,2961.0,709,M7i
709#M7i,264,687,Me,27/01/2016,10:00,60.0,37.0, ,2530.0,709,M7i
709#M7i,264,687,Me,27/01/2016,11:00,88.0,16.0, ,2549.0,709,M7i
709#M7i,264,687,Me,27/01/2016,12:00,89.0,18.0, ,2961.0,709,M7i
709#M7i,264,687,Me,27/01/2016,13:00,89.0,17.0, ,2977.0,709,M7i
709#M7i,264,687,Me,27/01/2016,14:00,89.0,16.0,?,3033.0,709,M7i
709#M7i,264,687,Me,27/01/2016,15:00,88.0,18.0, ,3047.0,709,M7i
709#M7i,264,687,Me,27/01/2016,16:00,89.0,18.0, ,3178.0,709,M7i
709#M7i,264,687,Me,27/01/2016,17:00,89.0,18.0,?,3405.0,709,M7i
709#M7i,264,687,Me,27/01/2016,18:00,79.0,23.0,?,3857.0,709,M7i
709#M7i,264,687,Me,27/01/2016,19:00,74.0,23.0,?,3672.0,709,M7i
709#M7i,264,687,Me,27/01/2016,20:00,92.0,12.0,?,2606.0,709,M7i
709#M7i,264,687,Me,27/01/2016,21:00,96.0,6.0, ,1490.0,709,M7i
709#M7i,264,687,Me,27/01/2016,22:00,97.0,3.0, ,792.0,709,M7i
709#M7i,264,687,Me,27/01/2016,23:00,99.0,3.0, ,810.0,709,M7i
709#M7i,264,687,Je,28/01/2016,00:00,100.0,2.0, ,649.0,709,M7i
709#M7i,264,687,Je,28/01/2016,02:00,102.0,1.0,?,241.0,709,M7i
709#M7i,264,687,Je,28/01/2016,04:00,99.0,1.0, ,287.0,709,M7i
709#M7i,264,687,Je,28/01/2016,05:00,96.0,3.0, ,574.0,709,M7i
709#M7i,264,687,Je,28/01/2016,06:00,94.0,6.0, ,1301.0,709,M7i
709#M7i,264,687,Je,28/01/2016,07:00,77.0,20.0, ,2798.0,709,M7i
709#M7i,264,687,Je,28/01/2016,08:00,57.0,35.0,?,3213.0,709,M7i
709#M7i,264,687,Je,28/01/2016,09:00,66.0,30.0,?,3156.0,709,M7i
709#M7i,264,687,Je,28/01/2016,10:00,78.0,22.0, ,3037.0,709,M7i
709#M7i,264,687,Je,28/01/2016,11:00,84.0,19.0,?,3013.0,709,M7i
709#M7i,264,687,Je,28/01/2016,12:00,79.0,23.0, ,2763.0,709,M7i
709#M7i,264,687,Je,28/01/2016,13:00,87.0,19.0, ,3143.0,709,M7i
709#M7i,264,687,Je,28/01/2016,14:00,87.0,17.0, ,3142.0,709,M7i
709#M7i,264,687,Je,28/01/2016,15:00,87.0,19.0, ,3195.0,709,M7i
709#M7i,264,687,Je,28/01/2016,16:00,88.0,19.0, ,3258.0,709,M7i
709#M7i,264,687,Je,28/01/2016,17:00,88.0,20.0, ,3773.0,709,M7i
709#M7i,264,687,Je,28/01/2016,18:00,87.0,20.0, ,3862.0,709,M7i
709#M7i,264,687,Je,28/01/2016,19:00,86.0,17.0, ,3335.0,709,M7i
709#M7i,264,687,Je,28/01/2016,20:00,92.0,11.0, ,2519.0,709,M7i
709#M7i,264,687,Je,28/01/2016,21:00,96.0,6.0,?,1513.0,709,M7i
709#M7i,264,687,Je,28/01/2016,22:00,98.0,4.0, ,930.0,709,M7i
709#M7i,264,687,Je,28/01/2016,23:00,98.0,3.0, ,763.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,00:00,98.0,2.0, ,606.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,01:00,99.0,2.0, ,502.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,02:00,102.0,1.0, ,276.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,03:00,104.0,1.0, ,229.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,04:00,99.0,1.0, ,309.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,05:00,98.0,2.0, ,519.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,06:00,95.0,6.0, ,1122.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,07:00,88.0,14.0, ,2564.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,08:00,67.0,32.0,?,3505.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,09:00,57.0,42.0,?,3521.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,10:00,78.0,23.0, ,3100.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,11:00,89.0,18.0, ,3000.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,12:00,90.0,18.0,?,3154.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,13:00,90.0,18.0, ,3275.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,14:00,83.0,22.0, ,3342.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,15:00,83.0,23.0, ,3664.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,16:00,89.0,20.0, ,3552.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,17:00,73.0,30.0, ,3650.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,18:00,68.0,31.0, ,3884.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,19:00,85.0,18.0, ,3603.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,20:00,90.0,13.0, ,2929.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,21:00,96.0,8.0, ,1833.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,22:00,96.0,4.0, ,1085.0,709,M7i
709#M7i,264,687,Ve,29/01/2016,23:00,98.0,5.0, ,1399.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,00:00,99.0,7.0, ,1766.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,01:00,100.0,3.0, ,880.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,02:00,101.0,2.0, ,500.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,03:00,100.0,1.0, ,328.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,04:00,99.0,1.0, ,291.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,05:00,96.0,2.0, ,449.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,06:00,96.0,3.0, ,637.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,07:00,94.0,4.0, ,907.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,08:00,94.0,7.0, ,1404.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,09:00,95.0,9.0, ,1920.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,10:00,92.0,11.0, ,2397.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,11:00,90.0,13.0, ,2700.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,12:00,92.0,13.0, ,2917.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,13:00,92.0,12.0, ,2812.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,14:00,90.0,12.0, ,2778.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,15:00,88.0,13.0, ,2922.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,16:00,88.0,14.0, ,3007.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,17:00,90.0,13.0, ,3034.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,18:00,91.0,15.0, ,3406.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,19:00,89.0,14.0, ,3055.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,20:00,91.0,11.0, ,2677.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,21:00,95.0,6.0, ,1610.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,22:00,97.0,3.0, ,893.0,709,M7i
709#M7i,264,687,Sa,30/01/2016,23:00,97.0,3.0, ,856.0,709,M7i
709#M7i,264,687,Di,31/01/2016,00:00,99.0,4.0, ,1158.0,709,M7i
709#M7i,264,687,Di,31/01/2016,01:00,100.0,3.0, ,866.0,709,M7i
709#M7i,264,687,Di,31/01/2016,02:00,100.0,2.0, ,651.0,709,M7i
709#M7i,264,687,Di,31/01/2016,03:00,100.0,1.0, ,446.0,709,M7i
709#M7i,264,687,Di,31/01/2016,04:00,98.0,1.0, ,285.0,709,M7i
709#M7i,264,687,Di,31/01/2016,05:00,97.0,1.0, ,311.0,709,M7i
709#M7i,264,687,Di,31/01/2016,06:00,96.0,1.0, ,333.0,709,M7i
709#M7i,264,687,Di,31/01/2016,07:00,94.0,2.0, ,486.0,709,M7i
709#M7i,264,687,Di,31/01/2016,08:00,94.0,2.0, ,626.0,709,M7i
709#M7i,264,687,Di,31/01/2016,09:00,95.0,5.0, ,1172.0,709,M7i
709#M7i,264,687,Di,31/01/2016,10:00,95.0,6.0, ,1472.0,709,M7i
709#M7i,264,687,Di,31/01/2016,11:00,95.0,8.0, ,1904.0,709,M7i
709#M7i,264,687,Di,31/01/2016,12:00,95.0,10.0, ,2483.0,709,M7i
709#M7i,264,687,Di,31/01/2016,13:00,94.0,10.0, ,2389.0,709,M7i
709#M7i,264,687,Di,31/01/2016,14:00,93.0,9.0, ,2212.0,709,M7i
709#M7i,264,687,Di,31/01/2016,15:00,93.0,10.0, ,2432.0,709,M7i
709#M7i,264,687,Di,31/01/2016,16:00,93.0,10.0, ,2502.0,709,M7i
709#M7i,264,687,Di,31/01/2016,17:00,94.0,11.0, ,2726.0,709,M7i
709#M7i,264,687,Di,31/01/2016,18:00,93.0,14.0, ,3241.0,709,M7i
709#M7i,264,687,Di,31/01/2016,19:00,91.0,13.0, ,3037.0,709,M7i
709#M7i,264,687,Di,31/01/2016,20:00,92.0,9.0, ,2202.0,709,M7i
709#M7i,264,687,Di,31/01/2016,21:00,96.0,5.0, ,1374.0,709,M7i
709#M7i,264,687,Di,31/01/2016,22:00,96.0,4.0, ,986.0,709,M7i
709#M7i,264,687,Di,31/01/2016,23:00,96.0,3.0, ,700.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,00:00,99.0,1.0, ,391.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,01:00,100.0,1.0, ,270.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,04:00,98.0,1.0, ,236.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,05:00,95.0,2.0, ,549.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,06:00,93.0,7.0, ,1372.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,07:00,80.0,19.0, ,2906.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,08:00,56.0,40.0, ,3757.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,09:00,57.0,40.0, ,3640.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,10:00,72.0,29.0, ,3372.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,11:00,84.0,19.0, ,2965.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,12:00,87.0,18.0, ,3005.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,13:00,88.0,17.0, ,2918.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,14:00,84.0,18.0, ,3039.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,15:00,80.0,22.0, ,3156.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,16:00,86.0,13.0,?,2267.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,18:00,84.0,19.0,?,3454.0,709,M7i
709#M7i,264,687,Lu,01/02/2016,19:00,88.0,16.0, ,3327.0,709,M7i
